,Tweets,words,
20614, My doctor says I probably have a dry socket but they can't get me in until Thursday #cool,doctor probably dry socket ca thursday #cool,Medical
20615," http://t.co/mYrBI53OI7 Portable device provides rapid, accurate diagnosis of http://t.co/EdYNeSvcVn #medical #cnbc #doctors #success #geneva",portable device provides rapid accurate diagnosis #medical #cnbc #doctors #success #geneva,Medical
20622, Why Blogging Is Important For Doctors | Your Health Journal: doctor Patients are already online. They're Googl... http://t.co/MaEej322Ic,blogging doctors health journal doctor patients online googl,Medical
20625, @likewow777 Umm … I need this: http://t.co/sVm9F9Wfms,umm …,Medical
20626, NEW | F13013488 | MEDICAL |  Loc: 500 Block QUEENSTON RD HAM  @ PRIVATE RD  /CN:GREENVALE APTS  | Units: 1 | 5/14/13 17:27,f13013488 medical loc block queenston rd ham private rd cngreenvale apts units,Medical
20632, I can't wait to watch General Hospital tonight. I'm going to see what happen on General Hospital this week. I'll be back later.,ca wait watch hospital tonight happen hospital week ill,Medical
20643, Going to the hospital. byeee,hospital byeee,Medical
20646," My sub RT\@femmillion: You score 38 in utme and you want to study medicine...I'm sowie You're not even qualified to be a native doctor...\""""",sub rtiiidddiiidddfemmillion score utme study medicinei sowie qualified native doctor,Medical
20654, Now Playing Machel Montano - Witch Doctor,playing machel montano witch doctor,Medical
20655, doctor's tomorrow ew,doctors tomorrow ew,Medical
20657, Check up time (@ Rapha Medical Clinic) on #Yelp http://t.co/Kr2vHSS3qj,check time rapha medical clinic #yelp,Medical
20663, OMG LOOK WHAT MY MA TOOK FROM THE HOSPITAL FOR ME!!!! http://t.co/oUYTJUlcVH,omg look ma hospital,Medical
20667, @HollyWebster_x at hospital and I'll be back tomorrow ?????,hospital ill tomorrow,Medical
20668," I leave for an eye doctor appointment and come back to Stacy... NOT THE REAL STACY, GENDERBENT STATIC.",leave eye doctor appointment stacy real stacy genderbent static,Medical
20671, @Martina  Bravo to Angelina Jolie for her courage and telling her story to help others http://t.co/G2C6LQ4VEO,bravo angelina jolie courage telling story help,Medical
20673, REALISTIC RUST WEATHERING SOLUTION-DOCTOR BEN'S  READY-TO-USE 4oz JAR Sn3/On30 $6.99  #toys #Trains,realistic rust weathering solutiondoctor bens readytouse jar sn3on30 #toys #trains,Medical
20687, Moving into hospital accommodation. 2 hour daily commute kills me. Positives: eg. No bills whatsoever. Bedding changed &amp; house cleaned daily,moving hospital accommodation hour daily commute kills positives eg bills whatsoever bedding changed house cleaned daily,Medical
20689," warwick hospital, aspen centre has had no heating for 2 weeks,staff complaining that patients are hypothermic or close to.",warwick hospital aspen centre heating weeksstaff complaining patients hypothermic close,Medical
20691," OMG is acronym for an actual medical condition \Oversized Male Genitalia\"" -- Men with a huge penis""",omg acronym actual medical condition oversized male genitalia huge penis,Medical
20695," I'll be so happy if the doctor releases my father tonight or tomorrow place <tweepy.models.Place object at 0x0292CF50> coordinates {u'type': u'Point', u'coordinates': [-121.23617311, 37.96480011]}",ill happy doctor releases father tonight tomorrow,Medical
20696, @Lambogillz10 u still in hospital mate what you done I see the nurse wheel you in #raspberry http://t.co/HCS9JwsmP9,hospital mate nurse wheel #raspberry,Medical
20698, I jus found out there's medical reason for my constant anger n all that biz. No wonder I always burned to reduce high blood pressure lol,jus found theres medical reason constant anger biz wonder burned reduce blood pressure lol,Medical
20699, Control your fucking kids. Omg I can't stand when parents let their uncontrollable little shits roam our hospital #PutEmOnALeash,control fucking kids omg ca stand parents uncontrollable little shits roam hospital #putemonaleash,Medical
20702, @lee_parkes Watch this! http://t.co/AR0tOXgbmI then this - http://t.co/flL9zdOPXT,watch,Medical
20703, @Owenins @rugbyPhilBB @Chugger @ospreysmonkey @Tircoeds @brains_sa2001 owen are you taking the medication the doctor prescribed?,owen taking medication doctor prescribed,Medical
20705," \@agustinaelias_: It's never too late to become what you might have been.\"" A doctor dio !!!!!!""",late doctor dio,Medical
20709," What do u wanna be when you are older — fuck knoes either a doctor, or accountant http://t.co/L4fekayVs7",wanna — fuck knoes doctor accountant,Medical
20710," New #job: Agronomy Sales Location: Colorado Salary: ..  Commission, Medical, 401K, PTO .. http://t.co/zILQYplXrN #jobs",#job agronomy sales location colorado salary commission medical pto #jobs,Medical
20718, Why was my baby's toe in her nose at the doctor tho lol #sillygirl #flexible,babys toe nose doctor tho lol #sillygirl #flexible,Medical
20719, Doctor Who In 4 minutes! | Chris Kendall  @impolitething  http://t.co/k44T15Vvae,doctor minutes chris kendall,Medical
20722, That is why the expression is: An apple a day keeps the doctor away. Thanks to its seeds. http://t.co/ykISLPldyi,expression apple day doctor thanks seeds,Medical
20724, news today nhs weston hospital is going to be privately taken over and run by private company,news nhs weston hospital privately run private company,Medical
20730, Times like this I wish I had a jar full of medical marijuana,times wish jar medical marijuana,Medical
20732," I got The Ninth Doctor on \7 Minutes in Heaven - Doctor Who\"" http://t.co/3fTHEhPbCP""",ninth doctor minutes heaven doctor,Medical
20734, @elle425jae ha! My sons doctor laughed when I told him.,ha sons doctor laughed told,Medical
20735, Wheeler visiting doctor is not fun. Hopefully nothing. Mets have history of dismissing inj as not serious then before you know it out for yr,wheeler visiting doctor fun hopefully mets history dismissing inj serious yr,Medical
20738, BEYONCE: Cancels Show in Belgium; Due to Doctor's Advice - The singer has canceled her Tuesday concert in Belgiu... http://t.co/lvSP26viH5,beyonce cancels belgium due doctors advice singer canceled tuesday concert  belgiu,Medical
20745," Incredible Angelina J. oped on double mastectomy http://t.co/jCQhfIcUlB reminded me of great @flowill book, Breasts.  http://t.co/ReGbDwJSph",incredible angelina oped double mastectomy reminded book breasts,Medical
20749," RT @AP: Parents sue hospital, state for removing male genitalia of intersex child: http://t.co/aqmgpWW4tJ -SS&lt; Why sue?",parents sue hospital removing male genitalia intersex child sslt sue,Medical
20751, Finally out of the hospital ?,finally hospital,Medical
20753, I'm about to lose my mind I need a doctor call me a doctor!,lose mind doctor call doctor,Medical
20754, Angelina Jolie explains her double mastectomy http://t.co/CdW2lvDp0m http://t.co/CdW2lvDp0m,angelina jolie explains double mastectomy,Medical
20757, Dads piping up watching some medical programme place <tweepy.models.Place object at 0x0292CF90>,dads piping watching medical programme,Medical
20763," You scored 38 in jamb and u want to study medicine,u are not even qualified to be a native doctor",scored jamb study medicineu qualified native doctor,Medical
20781, Does anyone have a copy of the season finale of Doctor Who? :O,copy season finale doctor,Medical
20787, THE DOCTOR IS IN THE HOUSE! My NEW Skit Featuring ME! Check it out! http://t.co/IMskKdqxIY,doctor house skit featuring check,Medical
20789," 2 hours at the hospital, so boring",hours hospital boring,Medical
20790, think of doing the NSTAR walk for boston childrens hospital place <tweepy.models.Place object at 0x0291F5B0>,nstar walk boston childrens hospital,Medical
20791, Lady doctor. Blech. #firstworldproblems,lady doctor blech #firstworldproblems,Medical
20792, Dj got doctor at 9:45 in the morning,dj doctor morning,Medical
20793, kik? — i have kik but my ipods in hospital getting repaired atm...... http://t.co/Wb0nuivpVp,kik — kik ipods hospital getting repaired atm,Medical
20794," \@awkwardposts: doctor got trolled http://t.co/4PEKXQSmVD\""""",doctor trolled,Medical
20804, A Philadelphia abortion doctor convicted of killing three babies who were born alive in his clinic agreed today to... http://t.co/zYv93RIr71,philadelphia abortion doctor convicted killing babies born alive clinic agreed,Medical
20808," \Books! Best weapons in the world.\"" -The Doctor",books weapons world doctor tooth claw,Medical
20809, @Jsmialek19 I live off of 17th and Egbert right by the old hospital.,live egbert hospital,Medical
20810, That awkward moment when my doctor accisentally says blowjob,awkward moment doctor accisentally blowjob,Medical
20811, Finally leaving from the hospital and all they gave me was ClaritinD -.-,finally leaving hospital claritind,Medical
20829, How can you go to the hospital and check yourself out cause a guy can't do his business in the bedroom right ????,hospital check cause guy ca business bedroom,Medical
20831," @CookiFIT Awwww sis, what hospital you at? You need smuggled food? A snuck in smoothie or something LOL.",awwww sis hospital smuggled food snuck smoothie lol,Medical
20832, Granda was in Hospital for around 2 Months. Granny broke her hip in the Care home she's in &amp; my StepGranda has a few days -&gt; a Week to live,granda hospital months granny broke hip care home shes stepgranda days gt week live,Medical
20840, Ima see wassup w the doctor,ima wassup doctor,Medical
20846, Is there a DOCTOR pon da TL... man is feeling short of breath. Struggling nd shit. Help me out eeeenit.,doctor pon da tl feeling short breath struggling nd shit help eeeenit,Medical
20855, Read my story about Julie Wei and her theory on 'A Healthier Wei' to live. http://t.co/LonwqKyxzd,read story julie wei theory healthier wei live,Medical
20857, ... http://t.co/Z5M22nmvcF #bostonbomb #carjacked #devens #escapeattempt #federalmedicalcenter #kilometers #medicalfacility,#bostonbomb #carjacked #devens #escapeattempt #federalmedicalcenter #kilometers #medicalfacility,Medical
20859, I just popped a guys shoulder back in place...might as well be a doctor. ??,popped guys shoulder placemight doctor,Medical
20860," \@laurenrose_22 HAHA loving the new doctor on Holby City #shitsandgiggles\"" &gt;&gt;&gt; @MrJulesKnight""",haha loving doctor holby city #shitsandgiggles gtgtgt,Medical
20862, Why are we reading sesame st.... OYA THE HOSPITAL IS TO SLOW,reading sesame st oya hospital slow,Medical
20863, @kittyglambert1 I'm not lying about my mom in the hospital. I swear she is. She went yesterday. I miss her.,lying mom hospital swear yesterday miss,Medical
20866, http://t.co/5s6YfIY4IN Here is the truth about Angelina Jolie's choice and her double mastectomies.,truth angelina jolies choice double mastectomies,Medical
20873, civilrights St. Jude Hospital was the first integrated hospital in the southeast and provided shelter to 2000 civilrights marchers:...,civilrights st jude hospital integrated hospital southeast provided shelter civilrights marchers,Medical
20874, @gerardway doctor who is a good show....,doctor,Medical
20879," and yet another example of beauty and brains, Angelina Jolie's decision to have a double mascectomy My Medical Choice http://t.co/HR1zxKTOjO",example beauty brains angelina jolies decision double mascectomy medical choice,Medical
20890, San Joaquin Co: Stockton council to consider ban on medical pot shops http://t.co/hA4UyXFK1u,san joaquin stockton council consider ban medical pot shops,Medical
20895, ?????????? “@She_so_mean: Bout to go to a doctor &amp; ask them why my ass not getting fat ????????”,bout doctor ass getting fat,Medical
20896," Turn over your medical information to the IRS, or be \taxed\"". http://t.co/8Oogk2CAY0""",medical information irs taxed,Medical
20901, My Medical Choice http://t.co/xeEBZvMUPC .. much love and admiration to and for Angelina Jolie for this and many other reasons,medical choice love admiration angelina jolie reasons,Medical
20903," Angelina Jolie on having the BRCA1 gene in \My Medical Choice\"" http://t.co/upXHHjBEx5 @flargh""",angelina jolie brca1 gene medical choice,Medical
20905, Who gives out degrees to be an abortion doctor? And who tf wants to be a doctor where you have to kill babies?,degrees abortion doctor tf doctor kill babies,Medical
20916, “@Sam_Jennings1: @AlyshaPotter is he actually in hospital!?” Yes!! Haa. He's got to stay in overnight and have surgery #prayforpauly,actually hospital haa hes stay overnight surgery #prayforpauly,Medical
20919, My Medical Choice http://t.co/cFTyYhsjHu Such a impressive decision as a mother and a woman by #Angelina Jolie.,medical choice impressive decision mother woman #angelina jolie,Medical
20920, Lwkmd\@Delazeez: You scored 38 in jamb and u want to study medicine,lwkmdiiidddiiiddddelazeez scored jamb study medicineu qualified native doctor,Medical
20921, #AngelinaJolie - My Medical Choice @NYTimes http://t.co/0PeiPjcr6x,#angelinajolie medical choice,Medical
20923, I just posted 'Doctor Direction - Chapter 1' on Wattpad! http://t.co/4GGp5RdaO4  Chapter 1 Is out And Ready to read,posted doctor direction chapter wattpad chapter ready read,Medical
20930, My Medical Choice by Angelina Jolie http://t.co/2Ya141L1kd,medical choice angelina jolie,Medical
20933, Beware Hospital Guardianship ploy!!! | http://t.co/5uSi5MN7Qd http://t.co/AknBlJa1Vy,beware hospital guardianship ploy,Medical
20936, Finally got scheduled for an interview with the hospital!!! #LetsGooo,finally scheduled interview hospital #letsgooo,Medical
20937," \Go to lady doctor &amp; check for STD\""""",lady doctor check std,Medical
20942, But I refuse to go to the hospital !!,refuse hospital,Medical
20950, U score 37 in a jamb exam and u want to go to d university to go and study medicine? my dear u are not even qualify to b native doctor,score jamb exam university study medicine dear qualify native doctor,Medical
20951," There's this girl who always says \My Medical Romance\"" in my class",theres girl medical romance class ca stfu taylor swift staring creep,Medical
20955," @LeanneKetchum You would tweet those cat names. Love, Doctor Hissy Von Scooper",cat names love doctor hissy von scooper,Medical
20956, @FloridaFamilyMD  Dear doctor  Can you add me  So i ask you in private some questions With thanks,dear doctor add private questions thanks,Medical
20959, Radiologist - Newfoundland and Labrador… job at Global Medical Staffing - Canada http://t.co/iKKa98cJcb #Indeed #jobs,radiologist newfoundland labrador… job global medical staffing canada #indeed #jobs,Medical
20962," Doctor in ER asks if I'm a social worker...b4 I can answer, the other doc says \If you mean walking around at work being social? Then yes!\""""",doctor er social workerb4 answer doc mean walking social,Medical
20963," Attempt number 3 at watching this week's Doctor Who episode (not because it's boring, I just happened to be tired both times I watched it).",attempt watching weeks doctor episode boring happened tired times watched,Medical
20964, My mom's in the hospital :(,moms hospital,Medical
20966, well getting ready to take brianna back to the hospital for her ankle.  she still cant walk and it hurts really... http://t.co/HddzupvkLu,getting ready brianna hospital ankle cant walk hurts,Medical
20970, @_justzornitsa_ I'm no doctor but dont you have to breathe the live?,doctor dont breathe live,Medical
20975, doctor not me not to close my eye for too long... well how the fuck am I meant to sleep?,doctor close eye fuck meant sleep,Medical
20976, @KayleighBeeston I think I'm going to give Doctor Who a call and see if he'd help us out,doctor call hed help,Medical
20991, Just spent an hour and half at the doctor and now i have to go to grayson tech..?? To tired,spent hour half doctor grayson tech tired,Medical
21009, @gerardway a doctor who meme would be pretty great,doctor meme pretty,Medical
21012, Interesting read on the status of med insurance provided for ex-NFL athletes. Spoiler: not enough. @washingtonpost http://t.co/wfngfTizbG,read med insurance provided exnfl athletes spoiler,Medical
21015," Top Weight Loss Practice Expands with Addition of New Medical Director in Orlando, FL... http://t.co/4evvGGK9SM",top weight loss practice expands addition medical director orlando fl,Medical
21017," @SarahSurrender I'm alright. Mom is back in the hospital, but it is what it is. I take my finals tomorrow and my first semester is over!",alright mom hospital finals tomorrow semester,Medical
21019," At the hospital place <tweepy.models.Place object at 0x0291F750> coordinates {u'type': u'Point', u'coordinates': [-89.3266908, 31.3228168]}",hospital,Medical
21022, Federal crackdown busts Montana's medical-marijuana industry: http://t.co/7oxbhFTkCl  via @billingsgazette,federal crackdown busts montanas medicalmarijuana industry via,Medical
21023, I put them hoes to bed like I read them doctor suess,hoes bed read doctor suess,Medical
21025, 1st physio session since leaving hospital #totallybrokennow #morepainkillersplease :-(,physio session leaving hospital #totallybrokennow #morepainkillersplease,Medical
21029, Bow ties or suspenders? Really a 1D question but I can't choose... Basing it off Doctor Who wouldn't work... He wears both... I CAN'T CHOOSE,bow ties suspenders question ca choose basing doctor wears ca choose,Medical
21030," I got The Eleventh Doctor on \7 Minutes in Heaven - Doctor Who\"" http://t.co/3fTHEhPbCP""",eleventh doctor minutes heaven doctor,Medical
21031, RN/LVN - Hospital Jobs http://t.co/Um8JVwS21t #job #houston #nurse,rnlvn hospital jobs #job #houston #nurse,Medical
21032, #jobs #londonjobs Executive Assistant to the Nursing and Medical Directorate http://t.co/03c9Ql5WHV,#jobs #londonjobs executive assistant nursing medical directorate,Medical
21034, What is epinephrine I'm not a degreed doctor,epinephrine degreed doctor,Medical
21036, @KarlBlotz NO ONE CARES ABOUT YOUR SHITTY TURBAN TWEETS OR YOUR HAYFEVER EITHER I just live doctor who man &lt;/3,cares shitty turban tweets hayfever live doctor lt3,Medical
21037, .@crof @rymich13 Believe Medical Xpress report suggesting 6 new #coronavirus cases is 2 HCWs + 4 reported by @WHO 2day. Says 30 in total.,believe medical xpress report suggesting #coronavirus hcws reported total,Medical
21039, About to head out to the hospital!,head hospital,Medical
21044, \If your thighs don't jiggle,thighs jiggle doctor,Medical
21048, ((G2g off now. Don't know whether it's a good idea to keep my RP character in hospital for one more day)),g2g idea rp character hospital day,Medical
21051, ?? If I have to stay in this hospital another night I will punch someone. #LetMeGoHome,stay hospital night punch #letmegohome,Medical
21052," U scored 38 in jamb n u wnna study medicine n u join others 2 protest, even if dey add 100 marks each, u'r  not qualified 2 b native doctor.",scored jamb wnna study medicine join protest dey add marks ur qualified native doctor,Medical
21054, How long until your doctor is wearing Google Glass? http://t.co/1ti0I0QOoo,doctor wearing google glass,Medical
21055, @_justzornitsa_ I'm no doctor but don't you have to breathe to live?,doctor breathe live,Medical
21057," Eminem: my palms are sweaty, knees weak, arms are heavy Doctor: is that vomit on your sweater? Eminem: yeah, moms spaghetti",eminem palms sweaty knees weak arms heavy doctor vomit sweater eminem yeah moms spaghetti,Medical
21058, I did not mentally prepare for this doctor's appointment.,mentally prepare doctors appointment,Medical
21059," I have PE before a hospital appointment and i'm like, \PE...can u not...for once...lyk rly RLY.\""""",pe hospital appointment pecan notfor oncelyk rly rly,Medical
21060, Medical Programs For Weight Loss - Are you tired of trying to figure out how to lose weight on your own? Are you c... http://t.co/UcYdEGECAE,medical programs weight loss tired trying figure lose weight,Medical
21061," Guys A doctor cut my peaniz right off bc one time I read a bad tale about CANCER and what if I got it in my wick? It was $140,000 btw",guys doctor cut peaniz bc time read bad tale cancer wick btw,Medical
21065, If a patient dies the doctor has killed him but if he gets well saints have saved him.,patient dies doctor killed saints saved,Medical
21067, Whovians when people discuss their dislike for Doctor Who n front of them http://t.co/r79yo4bppI,whovians people discuss dislike doctor front,Medical
21068, Just seen this really old lady at the hospital and she could barely feed herself..not looking forward to growing old man ??,seen lady hospital barely feed herselfnot looking forward growing,Medical
21072, Dude ; im so hungry. I havent ate all day now im at the hospital.,dude im hungry havent ate day im hospital,Medical
21073, An abortion doctor convicted of killing 3 babies who were born alive agreed to give up his right to an appeal: http://t.co/MT2EdWCT2N,abortion doctor convicted killing babies born alive agreed appeal,Medical
21074," @QuickLookBusy Distraction should work a bit, but if it's that bad, maybe you should see a doctor?",distraction bit bad maybe doctor,Medical
21078," Reading Hospital Joins Johns Hopkins Clinical Research Network - 5/14/13: Reading Hospital, an affiliate membe... http://t.co/DyEMgUA05D",reading hospital joins johns hopkins clinical research network reading hospital affiliate membe,Medical
21085," LMAO...RT\@awkwardposts: doctor got trolled http://t.co/Un43SeYBTL\""""",lmaortiiidddiiidddawkwardposts doctor trolled,Medical
21089, I hate coming to the doctor.,hate coming doctor,Medical
21091," @gerardway you should make a Doctor Who one! Pretty please? place <tweepy.models.Place object at 0x0291F6B0> coordinates {u'type': u'Point', u'coordinates': [-0.0783694, 51.531731]}",doctor pretty please,Medical
21092, Find this #Job &amp;More Monitor Technician - FT Nights - Kindred Hospital Amarillo - Kindred Healthcare -  Amaril...  http://t.co/mgLtmKpk19,#job ampmore monitor technician ft nights kindred hospital amarillo kindred healthcare amaril,Medical
21095, ... They were preping the OR. I told them what to do with themselves and haven't seen a Doctor since! That was 27 years ago!,preping told seen doctor ago,Medical
21096," @xtabitharose :( did your doctor say when it'd stop? place <tweepy.models.Place object at 0x0292CBD0> coordinates {u'type': u'Point', u'coordinates': [-111.86002367, 40.76390642]}",doctor itd stop,Medical
21097," I'm at Cleveland Regional Medical Center (Shelby, North Carolina) http://t.co/sGUzwnjP51 place <tweepy.models.Place object at 0x0292CE90> coordinates {u'type': u'Point', u'coordinates': [-81.53625739, 35.30318898]}",cleveland regional medical center shelby north carolina,Medical
21100, My mom: Your not going to school tomorrow because you have an eye doctor appointment and one for you throat. Me: HELL YEAH!!!!!,mom school tomorrow eye doctor appointment throat hell yeah,Medical
21101," Dear Nottingham Hospital, get thus fucking toilet thing out my hand. http://t.co/LHdu2tScUx",dear nottingham hospital fucking toilet hand,Medical
21108, @rachiebear12 *picks her up and carries her back to the hospital room*,picks carries hospital,Medical
21109, The doctor lady on mister brown is my type of chocolate black woman.,doctor lady mister brown type chocolate black woman,Medical
21122, Omg i thought this doctor was my doctor. Now i have to wait in this cold room by myself. And i have to pee.,omg doctor doctor wait cold pee,Medical
21124, I'm no doctor But I have been through some shyt,doctor shyt,Medical
21125, But i.cant leave him.at hospital by hisself,icant leave himat hospital hisself,Medical
21134, actually worried this girl is going to become a doctor... @lhwhitez #godhelpus http://t.co/lGtSfX5mV9,actually worried girl doctor #godhelpus,Medical
21135, West Hollywood doctor pleads not guilty to drug charges http://t.co/qpXHwaTcSJ,west hollywood doctor pleads guilty drug charges,Medical
21137," While Hollywood applauds Angelina Jolie for announcing her double mastectomy, I applaud the commenters on her article http://t.co/2KTDXfJSe9",hollywood applauds angelina jolie announcing double mastectomy applaud commenters article,Medical
21139, #IWantMTV Beyonce Cancels Belgium Concert Due to Exhaustion - Doctor's orders to take a break further fuels pregna... http://t.co/Uc8jOrepbK,#iwantmtv beyonce cancels belgium concert due exhaustion doctors break fuels pregna,Medical
21146," angelina jolie is a \hero\"" for having access to the world's best medical care for a preventative surgery and writing an oped lol okay""",angelina jolie hero access worlds medical care preventative surgery writing oped lol okay,Medical
21150, Sitting in the hospital room with another client this one is just pissed off,sitting hospital client pissed,Medical
21151, Fire breaks out in New Jersey hospital ER.  http://t.co/ujKOW1Nfcc,fire breaks jersey hospital er,Medical
21153, You know your vision test didn't go well when after your done the doctor asks if you normally wear glasses. ??,vision test doctor normally wear glasses,Medical
21154," Negotiated prices on medical devices may be affecting your health bills, including #healthinsurance premiums: http://t.co/HURXlcyUel",negotiated prices medical devices affecting health bills including #healthinsurance premiums,Medical
21160, I don't know what to do I don't want to g o back to a fucking doctor,fucking doctor,Medical
21161, LPN Urgent One (12 hour shifts) job at Memorial University Medical C… - Savannah http://t.co/ZE6hoaENss #Indeed #jobs,lpn urgent hour shifts job memorial university medical … savannah #indeed #jobs,Medical
21163, On this week's doctor who the doctor mostly complains about the youth of today whilst cara  discovers that sontarans like to spank humans.,weeks doctor doctor complains youth whilst cara discovers sontarans spank humans,Medical
21177, \I learnt the truth about the doctor and his greatest secret,learnt truth doctor secret day trenzalore dying,Medical
21181, @regeener UGH I WANT in the science/medical personnel color so bad.,ugh sciencemedical personnel color bad,Medical
21182, @HELLO_mechae if you hurting that bad take yo ugly ass to the hospital,hurting bad yo ugly ass hospital,Medical
21183, * sighs * i hate seeing him on this hospital bed ! :(,sighs hate seeing hospital bed,Medical
21185," .@battlenet2, you're all about gaming, so why not use games instead of CAPTCHA? @areyouahuman might be just what the doctor ordered.",gaming games instead captcha doctor,Medical
21186, chillin' at the hospital. http://t.co/kAgQpZQK2p,chillin hospital,Medical
21189, I don't think this doctor understands how determined I am when it comes to coming back from an injury. I WILL be playing again in 6 months.,doctor understands determined comes coming injury playing months,Medical
21192, #Finance #Job Hospital Medical Biller - Aerotek Professional Services - Sacramento http://t.co/6YOxK9BFdn,#finance #job hospital medical biller aerotek professional services sacramento,Medical
21205, How the NHS picks up the bill for private hospital blunders http://t.co/hWC6aaHfG1,nhs picks bill private hospital blunders,Medical
21209," Yay, He's Out Of The Hospital ! &lt;3 New You were Gonna Be Alright .",yay hes hospital lt3 gonna alright,Medical
21215, @GeorgesCuppa Should have replied \this is the hospital on your daughters behalf,replied hospital daughters behalf afraid passed,Medical
21216, To no hospital ate agr,hospital ate agr,Medical
21219," Morning kiss. Get up early, so go the hospital. I still sleepy. Is really sleepy...zzz",morning kiss hospital sleepy sleepyzzz,Medical
21221, On my way to the hospital.,hospital,Medical
21222, Latteno Food Corp. (LATF: OTC Pink Current) | Latteno's Subsidiary Green Cannabis Introduces Medical Marijuana Edi... http://t.co/4HRcNaN4DI,latteno food corp latf otc pink current lattenos subsidiary green cannabis introduces medical marijuana edi,Medical
21224, Convicted Pa. Abortion Doctor Gets Life in Prison: A Philadelphia abortion doctor convicted of killing three babies born alive at his...,convicted pa abortion doctor life prison philadelphia abortion doctor convicted killing babies born alive,Medical
21225, Latteno Food Corp. (LATF: OTC Pink Current) | Latteno's Subsidiary Green Cannabis Introduces Medical Marijuana Edi... http://t.co/b4xKvbazYG,latteno food corp latf otc pink current lattenos subsidiary green cannabis introduces medical marijuana edi,Medical
21227," @callum_campbell lmfao yeah!! She drove me to that hospital in Letterkenny, talk about awkward eye contact through the mirror",lmfao yeah drove hospital letterkenny talk awkward eye contact mirror,Medical
21229, My doctor says I have skittles pox! ??????,doctor skittles pox,Medical
21240, I fucking hate the Uniontown hospital.,fucking hate uniontown hospital,Medical
21247, Latteno Food Corp. (LATF: OTC Pink Current) | Latteno's Subsidiary Green Cannabis Introduces Medical Marijuana Edi... http://t.co/VYHmo9446p,latteno food corp latf otc pink current lattenos subsidiary green cannabis introduces medical marijuana edi,Medical
21248, Ill Make You Say 'Ahhh' Just Like Im Your Doctor !,ill ahhh im doctor,Medical
21251, Ive been waiting for this doctor for over an hour! #Hurryup #footprobz Callback #: 515-408-1377 http://t.co/wpPRE0ypmK,ive waiting doctor hour #hurryup #footprobz callback #,Medical
21252," Gonna finish and post the second soon, then finish Doctor Who and then bed, welp",gonna finish post soon finish doctor bed welp,Medical
21256, Cant go back to work untill I go to the doctor,cant untill doctor,Medical
21257," Job in Alaska:  Medical Receptionist - U.S. HealthWorks Medical Group - Anchorage, AK: Greet… http://t.co/q5LmMLLMBf",job alaska medical receptionist healthworks medical anchorage ak greet…,Medical
21259, “@MediJuanaLaw Medical Marijuana Dispensaries Ordered to Close in Garden Grove - NBC Southern California http://t.co/pwIXWnmM34”,medical marijuana dispensaries close garden grove nbc southern california,Medical
21260, @moldyclay @rtype88 Ono overworked himself to the point where he wound up in the hospital. Capcom didn't care. Asked when he'd be back.,ono overworked wound hospital capcom care hed,Medical
21266, How to avoid hospital bill debt http://t.co/JIXzCLV67R,avoid hospital bill debt,Medical
21270, Oh you know hospital swag -_-,oh hospital swag,Medical
21271," #Oregon House approves hospital, nursing home tax - The #Oregon House voted Tuesday to extend a tax on hospitals... http://t.co/JVjYC6SVzg",#oregon house approves hospital nursing home tax #oregon house voted tuesday extend tax hospitals,Medical
21273, All you need in child neglect is the kids doctor a nurse and police.,child neglect kids doctor nurse police,Medical
21279, Damn dawg ppl really take it to fucking serious about music shit in  Delaware ... nigga be a doctor or lawyer my nigga,damn dawg ppl fucking serious music shit delaware nigga doctor lawyer nigga,Medical
21282, I don't wanna go !!!! Im too gangsta! RT @SF_generaL: @HELLO_mechae if you hurting that bad take yo ugly ass to the hospital,wanna im gangsta hurting bad yo ugly ass hospital,Medical
21283, my doctor told me i should gain weight today #nothappening,doctor told gain weight #nothappening,Medical
21284," The doctor is making me wear sunscreen. I'm like homie, I have never warn sunscreen a day in my life.",doctor wear sunscreen homie warn sunscreen day life,Medical
21286, @scottsigler Doctor Loo and the Phaleks. This is actually a thing. http://t.co/plL6jhGrEf,doctor loo phaleks actually,Medical
21293," Social Media Marketing Advice, According To Doctor Who  Forbes http://t.co/h9GmWjiXP9",social media marketing advice according doctor forbes,Medical
21294," Isn't #life #ironic? This #morning I did my #yoga #class, as #usual and ended up in #hospital just a few hours #later ;P",#life #ironic #morning #yoga #class #usual #hospital hours #,Medical
21297, Saw The Doctor Today - Life With Multiple Myeloma - Online Support Group http://t.co/FMyYwJzmjs,doctor life multiple myeloma online support,Medical
21304, When medical bankruptcy is a good option http://t.co/kDXMAZEA4X,medical bankruptcy option,Medical
21305," The fuck?!? RT @AP: Parents sue hospital, state for removing male genitalia of intersex child (@MegKinnardAP): http://t.co/fsIliHnyIa -SS",fuck parents sue hospital removing male genitalia intersex child ss,Medical
21306," Of your yaking reqiests, any.chanve for a Doctor who meme??XD",yaking reqiests anychanve doctor memexd,Medical
21308, Blake has to go back to the hospital /:,blake hospital,Medical
21309, The #Ethics of Infant Male #Circumcision - Journal of #Medical Ethics Editorial: http://t.co/V2kbwyZguF,#ethics infant male #circumcision journal #medical ethics editorial,Medical
21311," Social Media Marketing Advice, According To Doctor Who - Forbes http://t.co/4DYMeytO3k",social media marketing advice according doctor forbes,Medical
21318, and then there was that one time he was on doctor who and i screamed,time doctor screamed,Medical
